"Reference","Sentence"
"en.wikipedia.org","<s> It starred Mel Gibson as a widowed narcotics detective with a suicidal bent ""who breaks every rule for the sheer joy of it."" It co-starred Danny Glover as a calm homicide detective with a loving family and consideration for retirement. </s>"
"en.wikipedia.org","<s> The bill breaks down to depending on how the different markets in the U.S. economy are doing it can use China''s markets as a catalyst to help stabilize when need be. </s>"
"en.wikipedia.org","<s> Justine breaks off all communications with Rainer and falls into a depressed, hum-drum existence. </s>"
"en.wikipedia.org","<s> Armida, accepting her defeat, breaks the wand which is the source of her evil power and together with Argante embraces Christianity. </s>"
"en.wikipedia.org","<s> Later, it hatches and breaks out of its cage, hiding in the dark corners of the room. </s>"
"en.wikipedia.org","<s> As the winter comes and the Happy Prince is stripped of all of his beauty, his lead heart breaks when the swallow dies as a result of his selfless deeds. </s>"
"en.wikipedia.org","<s> At the end of ""A Place For My Head"", Chester breaks Brad''s guitar. </s>"
"en.wikipedia.org","<s> Goliath''s pain and jealousy when he learns this is palpable, but he forces himself not to act on it, and Elisa herself breaks the relationship off because ""There''s someone... who comes first."" At the end of the episode, Elisa and Goliath finally admit their feelings to each other, and share their first kiss. </s>"
"en.wikipedia.org","<s> Back in Ankh-Morpork, a creature from the Dungeon Dimensions breaks through, and Victor fights it, having found out that with a camera pointing at him in real life works out the way it does in the movies. </s>"
"en.wikipedia.org","<s> After Dave rejects her again, Evelyn breaks into his home, where his housekeeper finds her maniacally vandalizing his possessions. </s>"
"en.wikipedia.org","<s> On the contrary, the sovereignty of each league''s records will be retained, and if a player or a team breaks a record against an Interleague opponent it will be considered a record in that league. </s>"
"en.wikipedia.org","<s> These cycles will continue in the direction of their momentum until an external factor intervenes and breaks the cycle. </s>"
"en.wikipedia.org","<s> The idea is that Nan is within her pupal case and cannot flee until she breaks free - ""weaving her laces"", undoing her pupal case. </s>"
"en.wikipedia.org","<s> Sifl is the calmer leader of the show, while Olly is more excitable and often breaks into crazed furies. </s>"
"en.wikipedia.org","<s> A preemptive war is a war that is commenced in an attempt to repel or defeat a perceived offensive or invasion, or to gain a strategic advantage in an impending (allegedly unavoidable) war . It is a war which preemptively '' breaks the peace''. </s>"
"en.wikipedia.org","<s> A 2001 attack by Eli Biham, Orr Dunkelman and Nathan Keller presents a linear cryptanalysis attack that breaks 10 of 32 rounds of Serpent-128 with 2118 known plaintexts and 289 time, and 11 rounds of Serpent-192/256 with 2118 known plaintexts and 2187 time. </s>"
"en.wikipedia.org","<s> A 2011 attack by Hongjun Wu, Huaxiong Wang and Phong Ha Nguyen, also using linear cryptanalysis, breaks 11 rounds of Serpent-128 with 2116 known plaintexts, 2107.5 time and 2104 memory. </s>"
"en.wikipedia.org","<s> Cornered once again by the hyenas, Timon dives underground and whilst the hyenas approach Ma, Uncle Max and Pumbaa, he quickly hurries and breaks the remaining sticks, saving his family and Pride Rock. </s>"
"en.wikipedia.org","<s> During the quick march, a lone drummer from the Corps of Drums breaks away from the massed bands, marching to two paces to the right of No. 1 Guard to take his post while the band marches on. </s>"
"en.wikipedia.org","<s> In the ""Travaux"", he breaks down his work into 15 areas. </s>"
"en.wikipedia.org","<s> In the prime of his career, Johnson''s fastball was sometimes clocked over , even as high as . His signature pitch was a slider that breaks down and away from left-handed hitters and down and in to right-handed hitters. </s>"
"en.wikipedia.org","<s> The effectiveness of the pitch is marked by its velocity being in the low 90s along with tight late break; hitters often believe they were thrown a fastball until the ball breaks just before it crosses home plate. </s>"
"en.wikipedia.org","<s> After the inmate dies, the prison breaks out in a riot. </s>"
"en.wikipedia.org","<s> The deal breaks down, and Medb raises an army, including Ulster exiles led by Fergus mac Róich and other allies, and sets out to capture Donn Cuailnge. </s>"
"en.wikipedia.org","<s> After this extraordinary incident, the sequence of single combats resumes, although on several occasions Medb breaks the agreement by sending several men against him at once. </s>"
"en.wikipedia.org","<s> The committee said that imidacloprid data available in the regulators'' own assessment report shows ""unequivocally that imidacloprid breaks down very slowly in soil, so that concentrations increase significantly year after year with repeated use, accumulating to concentrations very likely to cause mass mortality in most soil-dwelling animal life."" The committee submitted a lengthly list of failings in current regulations including concerns that current regulations were set up for pesticide sprays, not systemic chemicals like imidacloprid that is used to treat seeds. </s>"
"en.wikipedia.org","<s> The company defends their products and services saying that they make no explicit claims about the official nature of the service and the practice breaks no laws. </s>"
"en.wikipedia.org","<s> She is saved when Mulder breaks into the Department of Defense to retrieve another chip to be implanted back into her neck. </s>"
"en.wikipedia.org","<s> Pietro, who renames himself Quicksilver, breaks into all the lockers in the school and lets Evan take the heat as he escapes prosecution. </s>"
"en.wikipedia.org","<s> The river then breaks through a sandstone mesa (the Marburger Rücken to the west and the Lahnberge to the east) into a valley which encompasses the entire territory of the city of Marburg and its suburbs. </s>"
"en.wikipedia.org","<s> Neville participates in the battle in the Department of Mysteries, in which he accidentally breaks the prophecy about Harry and Voldemort. </s>"
"en.wikipedia.org","<s> When Voldemort returns with Harry''s apparently lifeless body, Neville breaks free from the crowd to attack Voldemort. </s>"
"en.wikipedia.org","<s> Neville later breaks free of the curse, pulls Godric Gryffindor''s sword from the Sorting Hat, and uses it to decapitate Nagini (on Harry''s orders), thus destroying the final Horcrux. </s>"
"en.wikipedia.org","<s> During the last part of the book, Ginny breaks up with Michael due to his sulking over Ravenclaw losing the Quidditch Cup final to Gryffindor, and replaces him with Dean Thomas. </s>"
"en.wikipedia.org","<s> The rest of the Beatles were also fans—they improvised with ukuleles during the recording breaks on ""Let It Be""—and Formby''s influence can be heard in the song ""Her Majesty"". </s>"
"en.wikipedia.org","<s> In the autumn of 1914 war breaks out, but Dunstable is more concerned with his older brother Willie''s illness. </s>"
"en.wikipedia.org","<s> Fortunately for her, Sue breaks free with her force field and hides inside of it. </s>"
"en.wikipedia.org","<s> When a Civil War breaks out among Marvel''s superheroes, Beast, along with the other X-Men, assumes a neutral stance. </s>"
"en.wikipedia.org","<s> However, because they created a device for time travel in so little time, the side-effect of the device is that the user''s biology breaks down upon entering the future, so it will automatically bring the person back in thirty-two and a half hours. </s>"
"en.wikipedia.org","<s> In the latter half of the work, the characters discuss the possibility of creating a real opera, only to discover the ""impossibility of opera, the story and even language itself"", and the music breaks down into microtonality and fragmentation. </s>"
"en.wikipedia.org","<s> However, when Moon breaks into the room, machine gun in tow, he instead sees Reno fully dressed and Evelyn nearly undressed. </s>"
"en.wikipedia.org","<s> Shortly thereafter, Kitty breaks up with Colossus, and decides to return with Wolverine to Westchester to open the Jean Grey School for Higher Learning. </s>"
"en.wikipedia.org","<s> This figure breaks down as follows: Dzierżoniów 34,678, Bielawa 31,219, Pieszyce 9,490, Piława Górna 6,779, Niemcza 3,121, rural areas 19,565. </s>"
"en.wikipedia.org","<s> This upset leads him to finally surrender to his love for Kay Lake, and he breaks things off with Madeleine. </s>"
"en.wikipedia.org","<s> If ""n"" is divisible by ""p"" this argument breaks down because ""p""th roots of 1 behave strangely over fields of characteristic ""p"". </s>"
"en.wikipedia.org","<s> He ran the Bingo Beats record label, which released both drum and bass and breaks records from 2002 - 2008. </s>"
"en.wikipedia.org","<s> A fight breaks out among a group of mentally imbalanced black veterans at the bar, and Norton passes out during the chaos. </s>"
"en.wikipedia.org","<s> Council normally breaks for the summer months of July and August. </s>"
"en.wikipedia.org","<s> Hrun grabs her wrist and almost breaks it. </s>"
"en.wikipedia.org","<s> Finally, frustrated by his fruitless search, Edward breaks the monument, tossing the slipper into the woods where Cinderella finds and starts to dance with it, which catches John''s attention and he rushes off to inform the Prince. </s>"
"en.wikipedia.org","<s> This structural change causes it to activate a regulatory protein called transducin, which leads to the activation of cGMP phosphodiesterase, which breaks cGMP down into 5''-GMP. </s>"
"en.wikipedia.org","<s> At Telegraph Hill it breaks off to the south, becoming Telegraph Hill Boulevard, leading to Pioneer Park and Coit Tower. </s>"
"en.wikipedia.org","<s> It is mentioned in, for instance, the Tuscan proverb """"Canta come una calandra"""", he or she sings like a lark (Giusti 1853), and the Spanish ballad """"Romance del prisionero"""", where its song is the only way the prisoner knows when day breaks (Applebaum 2004). </s>"
"en.wikipedia.org","<s> The rocket breaks free from and discards the previous stage, then begins burning through the next in stage straight succession. </s>"
"en.wikipedia.org","<s> In principle, employers are vicariously liable for all actions of people acting for them in the ""course of employment"" whenever their actions have a ""close connection"" to the job, and even if it breaks an employer''s rules. </s>"
"en.wikipedia.org","<s> Quasimodo and the gargoyles pour molten copper onto the streets to ensure no one enters, but Frollo successfully breaks in. </s>"
"en.wikipedia.org","<s> At Blandford Forum the river breaks through the chalk ridge of the Dorset Downs, and from there flows south east into the heathlands of south east Dorset. </s>"
"en.wikipedia.org","<s> She managed to escape on her own and soon after encounters Bunnie, attacking her when she mistakes her for one of her captor''s cronies, resulting in an 8-page brawl between the two girls; it only ended when Sonic steps in and breaks it up, the girls exchanging somewhat half-hearted apologies. </s>"
"en.wikipedia.org","<s> Geoffrey Chaucer presumably never finished ""The Cook''s Tale"" and it breaks off after 58 lines, although some scholars argue that Chaucer deliberately left the tale unfinished. </s>"
"en.wikipedia.org","<s> The GI is useful for understanding how the body breaks down carbohydrates and only takes into account the available carbohydrate (total carbohydrate minus fiber) in a food. </s>"
"en.wikipedia.org","<s> At a crucial moment of filial sentiment in Balzac''s novel, Vautrin breaks in singing ""O Richard, O mon roi""--the royalist anthem that precipitated the October Days of 1789 and the eventual downfall of Louis XVI--a connection that would have been powerful to Balzac''s readers in the 1830s. An ill-founded faith in paternal legitimacy follows both Goriot and Louis XVI into the grave. </s>"
"en.wikipedia.org","<s> Skaryna''s Bible breaks the existing rules of that time. </s>"
"en.wikipedia.org","<s> Further south, as the sea ice breaks up, humpback and minke whales appear, their target the abundant krill. </s>"
"en.wikipedia.org","<s> While escorting the escaping Narn warship through hyperspace, Keffer detects a Shadow vessel, and breaks off to investigate. </s>"
"en.wikipedia.org","<s> It is unfortunate that his lively ""Australian Autobiography"", prefixed to his ""Australian Facts and Prospects"" published in 1859, abruptly breaks off about 1854-5. </s>"
"en.wikipedia.org","<s> In ""Perceval, the Story of the Grail"", Sir Kay grows angry with Perceval''s naïveté and slaps a maiden who says he will become a great knight; Perceval avenges her later when he breaks Kay''s shoulder. </s>"
"en.wikipedia.org","<s> In Antarctica, paleoclimatologist Jack Hall and his partners Frank and Jason are drilling for ice-core samples on the Larsen Ice Shelf for the NOAA when the ice breaks apart. </s>"
"en.wikipedia.org","<s> Brian and Pearce get rid of Verone''s henchmen, rescue Monica by launching his car and stop the yacht, the fight breaks Pearce''s arm in the process. </s>"
"en.wikipedia.org","<s> It is the photograph that breaks through convention, that makes the search possible and that enables the artist to sort out what he likes and does not like in religion and art. </s>"
"en.wikipedia.org","<s> Most of the course of the river is through the beautiful and varied landscapes of eastern Montana, including the Tongue River Canyon, the Tongue River breaks , the pine hills of southern Montana, and the buttes and grasslands that were formerly the home of vast migratory herds of American Bison. </s>"
"en.wikipedia.org","<s> Continuing northeast from the reservoir, the river flows through Tongue River''s prairie canyon, and the Tongue River breaks passing Birney, Montana. </s>"
"en.wikipedia.org","<s> The dancers develop a synchronized movement and step, and when the singers finish their song the lawweeh breaks from the semicircle to dance on their own. </s>"
"en.wikipedia.org","<s> As the crew collect the last refugees attempting to escape the system, a minor mutiny breaks out amongst the upper echelons, in which Scorpio''s leadership is overturned and the other leaders take power as a group. </s>"
"en.wikipedia.org","<s> California State Route 99 is a highway running north and south that breaks off from Interstate 5 at Wheeler Ridge in Kern County and continues through the Central Valley until it connects with I-5 again at Red Bluff in Tehama County. </s>"
"en.wikipedia.org","<s> It is also the only building that breaks with the university''s otherwise modern architecture. </s>"
"en.wikipedia.org","<s> Specifically, it is the scene where one of the scientists gets caught in a rockslide and breaks his leg while trying to climb down to repair a malfunctioning piece of scientific equipment inside the crater of the volcano. </s>"
"en.wikipedia.org","<s> In 2003, McCartney stated in an interview that he still breaks down over the death of his only son. </s>"
"en.wikipedia.org","<s> Contrary to myth, bamboo is unsuitable, as it is too brittle and rigid, and easily breaks and cuts the flesh. </s>"
"en.wikipedia.org","<s> Following mistreatment by agency authorities, Ulzana breaks out of the San Carlos Indian Reservation with a small war party. </s>"
"en.wikipedia.org","<s> The uniqueness of the representation by Euler angles breaks down at some points (cf. gimbal lock), while the quaternion representation is always a double cover, with ""q"" and −""q"" giving the same rotation. </s>"
"en.wikipedia.org","<s> This correlation between higher age of marriage in civil law and observed frequency of child marriages breaks down in countries with Islam as the state religion. </s>"
"en.wikipedia.org","<s> Chancroid starts as an erythematous papular lesion that breaks down into a painful bleeding ulcer with a necrotic base and ragged edge. </s>"
"en.wikipedia.org","<s> When the uterine muscles contract, they constrict the blood supply to the tissue of the endometrium, which, in turn, breaks down and dies. </s>"
"en.wikipedia.org","<s> But at a concert where Rachel is performing a riot breaks out, and Frank rescues her from danger. </s>"
"en.wikipedia.org","<s> However, recognizing that this compromises his ability to protect his client, Frank breaks off their affair. </s>"
"en.wikipedia.org","<s> Alan Scott intervenes and breaks up the fight. </s>"
"en.wikipedia.org","<s> On G. Gordon Liddy''s radio program, King said, ""The president has demonstrated that he has a default mechanism in him that breaks down the side of race - on the side that favors the black person in the case of Prof. Gates and officer Crowley."" </s>"
"en.wikipedia.org","<s> Moran often breaks with his party on economic issues. </s>"
"en.wikipedia.org","<s> The state lies mostly on the Mexican Plateau, with the exception of the eastern part of the state, where the tableland breaks down into the tropical valley of the Tampaon River (which continues flowing northwestward until it becomes the Panuco River, which divides San luis Potosí from the north-eastern state of Tamaulipas). </s>"
"en.wikipedia.org","<s> The first is locally called the Sierra Norte del Puebla, entering the state from the northwest and then breaks up into the smaller chains of Sierra de Zacapoaxtla, Sierra de Huauchinango, Sierra de Teziutlán, Sierra de Tetela de Ocampo, Sierra de Chignahuapan and Sierra de Zacatlán, although these names may vary among localities. </s>"
"en.wikipedia.org","<s> The fermentation process breaks down the starches so that they are more readily metabolized by the body. </s>"
"en.wikipedia.org","<s> Gav takes offense at this allegation and the confrontation briefly becomes physical before Kirk breaks it up, warning all parties to keep order on his ship. </s>"
"en.wikipedia.org","<s> He plays as Bauer, one of the employees of the clinic who struggles to keep things under control when all hell breaks loose. </s>"
"en.wikipedia.org","<s> Yelena breaks into hysterics, but is quieted when Kirill, the group''s expert sniper, calls and tells her that X is indeed an agent. </s>"
"en.wikipedia.org","<s> He lands on the hull, and disables it just before it can deliver its payload, sending Ahab deep down into the river, where Silent Night breaks down harmlessly. </s>"
"en.wikipedia.org","<s> ""India Today"" reported that Zinta belonged to a new breed of Hindi film actors that breaks away from character stereotypes. </s>"
"en.wikipedia.org","<s> While studies show that ammonia alone is only a mild skin irritant, when urea breaks down in the presence of fecal urease it increases pH because ammonia is released, which in turn promotes the activity of fecal enzymes such as protease and lipase. </s>"
"en.wikipedia.org","<s> A fight breaks out between the men on the street over who gets to help Adler. </s>"
"en.wikipedia.org","<s> When the current is switched on, the arm is pulled down to the electromagnet, resulting in a ""click"" When the current ends, the weight pulls the armature back to its resting position, resulting in a ""clack."" Thus, as the Telegraph key makes and breaks a contact, the sounder echoes the up and down state of the key. </s>"
"en.wikipedia.org","<s> This, in turn, breaks up into numerous individual cells that become the next generation of adults. </s>"
"en.wikipedia.org","<s> With Lancelot''s help she breaks out. </s>"
"en.wikipedia.org","<s> Further, since Lancelot – who in all of the book never breaks his word or lies – claims that the queen was never untrue to her lord, then it seems to be the case that he must consider his love of the queen to be somehow pure or special, not an act of unfaithfulness to the king he loves and serves. </s>"
"en.wikipedia.org","<s> Gareth uses deceit to achieve his aims ; however, pays a price for his deception as he strikes his brother Gawaine from his horse – he breaks one of the strongest bonds of loyalty by winning honor through the defeat of a kinsman. </s>"
"en.wikipedia.org","<s> When attacked by the last of the (""kusa"") ""Grass"" ninja, the sword breaks due to Yagyū tampering, and Ittō receives wounds that are ultimately fatal. </s>"
"en.wikipedia.org","<s> Still billed as Frank LoVecchio, he would entertain the spectators during the fifteen-minute breaks the dancers were given each hour. </s>"
"en.wikipedia.org","<s> The album was seen as a return to the band''s traditional sound after their more experimental records of the 1990s. In many ways, however, this is an oversimplification, as the album breaks new ground by retaining the sonic nuances of their 1990s work and reconciling it with the melodic, hook-filled rock of their 1980s work. </s>"
"en.wikipedia.org","<s> The plot breaks to six years earlier: Lorenzo is having casual sex in the ocean, on a bright moon-lit night, with a beautiful married woman he just met named Elena. </s>"
"en.wikipedia.org","<s> Some time later, during a heated argument with Arthur over their lack of an heir, Gwenhwyfar breaks Morgaine''s confidence and tells Arthur he has a son. </s>"
"en.wikipedia.org","<s> A dolphin breaks a marine sponge off the sea floor and wears it over its rostrum, apparently to probe substrates for fish, possibly as a tool or simply for play. </s>"
"en.wikipedia.org","<s> The engine suffered from ""a leg out of bed"", a term which means the engine con-rod breaks out of the engine. </s>"
"en.wikipedia.org","<s> The chick breaks through the shell using an egg tooth, which is not actually a true tooth but is actually a keratinized structure, which falls off after fully hatching. </s>"
"en.wikipedia.org","<s> The real-life Devoto breaks the fourth wall by addressing the camera and stating in deadpan, ""I ""definitely"" don''t remember this happening"". </s>"
"en.wikipedia.org","<s> Depressing the tip breaks this circuit, and the scoring apparatus illuminates an appropriate light: white or yellow for hits not on the valid target area (depending on the design of the lights on the scoring machine), or either red or green representing hits on the valid target area (red for one fencer, green for the other). </s>"
"en.wikipedia.org","<s> The brothers go for a motorcycle ride through the city and arrive at the Pet Store where the Motorcycle Boy breaks in and starts to set the animals loose. </s>"
"en.wikipedia.org","<s> His final work, ""Ephemera"", causes a literary sensation when Eden breaks his word and publishes it on the writer''s death. </s>"
"en.wikipedia.org","<s> However Price and Boswell were suitably impressed to change the Elizabeth character so that she breaks out at an older age due to a latent puberty. </s>"
"en.wikipedia.org","<s> Megabyte also breaks out in the last episode of the story. </s>"
"en.wikipedia.org","<s> Phosphodiesterase, for example, breaks down the secondary messenger cAMP, which has been implicated in increased AMPA receptor synthesis in the post-synaptic neuron . </s>"
"en.wikipedia.org","<s> In these reactions a single molecule breaks apart into two free radicals. </s>"
"en.wikipedia.org","<s> It turns that this assumption breaks time reversal symmetry in a subtle sense, and therefore begs the question. </s>"
"en.wikipedia.org","<s> One plausible etymology for the term breaks muhūrta into two parts, ""muhu"" (sudden) and ""ṛta"" (order). </s>"
"en.wikipedia.org","<s> Enraged at Frollo''s actions, Quasimodo breaks free and rescues Esmeralda from being immolated by lifting the unconscious Esmeralda. </s>"
"en.wikipedia.org","<s> Phoebus breaks free from his cage and rallies the citizens of Paris and the French army against Frollo''s tyranny. </s>"
"en.wikipedia.org","<s> Nevertheless, Frollo breaks into the cathedral and when the archdeacon tries to stop him, he throws him down a flight of stairs. </s>"
"en.wikipedia.org","<s> In such situations, the use of microbicides could offer both primary protection (in the absence of condoms) and secondary protection (if a condom breaks or slips off during intercourse). </s>"
"en.wikipedia.org","<s> Waters adds a reference to Andrew Lloyd Webber in the song ""It''s a Miracle"":We cower in our shelters, with our hands over our earsLloyd Webber''s awful stuff runs for years and years and yearsAn earthquake hits the theatre, but the operetta lingersThen the piano lid comes down and breaks his fucking fingersIt''s a miracle Waters asserted that Webber had plagiarised music from Pink Floyd''s ""Echoes"" for sections of the musical ""The Phantom of the Opera"". </s>"
"en.wikipedia.org","<s> The most common caul type is a piece of the thin, translucent inner lining of the amnion which breaks away and forms tightly against the head during the birthing process. </s>"
"en.wikipedia.org","<s> Dagwood sometimes breaks the fourth wall by delivering the punchline to the strip while looking directly at the reader, as in the above panel. </s>"
"en.wikipedia.org","<s> On the way his car breaks down, and his cell phone battery dies and he takes refuge in an alleyway where he meets Chameli. </s>"
"en.wikipedia.org","<s> Her performance was acclaimed by critics; Taran Adarsh of Bollywood Hungama described her as ""a natural performer"" and noted ""the ease with which she emotes the most difficult of scenes"", while ""India Today"" reported that Kapoor belonged to a new breed of Hindi film actors that breaks away from character stereotypes. </s>"
"en.wikipedia.org","<s> The barefoot Puddleglum stamps out the enchantress''s magical fire and breaks her spell. </s>"
"en.wikipedia.org","<s> When Morissette sings the outro, she is still driving through the winter landscape, and suddenly the car breaks down (possibly having run out of gas, which may be ""ironic"" in itself since the video started with her at a gas station.) Morissette (as the driver) gets out of the car, and all her ""passengers"" have disappeared. </s>"
"en.wikipedia.org","<s> As a storm breaks , the two take shelter in the cave. </s>"
"en.wikipedia.org","<s> When posting his replies he breaks the e-mail down and ridicules points which use fallacious logic and also corrects grammatical or orthographical errors. </s>"
"en.wikipedia.org","<s> The spear strikes Ronan''s bell and breaks it. </s>"
"en.wikipedia.org","<s> He then breaks into the Underworld and crosses out the names of himself and his people from the record of living souls, hence granting immortality to himself and his monkey followers. </s>"
"en.wikipedia.org","<s> At the end, he breaks off their relationship when he suspects it has been manipulated by the Riddler and Hush. </s>"
"en.wikipedia.org","<s> She breaks free but crashes in a greenhouse but does not die as she has developed nine lives during her transformation. </s>"
"en.wikipedia.org","<s> In an episode of the animated TV series ""American Dad!"" titled ""Iced, Iced Babies"", Francine breaks into a sperm bank in pursuit of injecting herself with the first sample she finds. </s>"
"en.wikipedia.org","<s> On live television, Conrad faints, Rosie breaks up with Albert, and Albert, trying to cover for the mishaps of the evening, leads a chorus of ""Normal American Boy"". </s>"
"en.wikipedia.org","<s> The most well known coupled cluster method that provides an estimate of connected triples is CCSD(T), which provides a good description of closed-shell molecules near the equilibrium geometry, but breaks down in more complicated situations such as bond breaking and diradicals. </s>"
"en.wikipedia.org","<s> A fist fight breaks out between Steve Baker, the leading man of the troupe, and Pete, a rough engineer who had been making passes at Steve''s wife, the leading lady Julie La Verne. </s>"
"en.wikipedia.org","<s> Cisneros breaks the boundary between what is a socially acceptable way for women to act and speak and what is not, using language and imagery that have a ""boisterous humor"" and ""extrovert energy"" and are even at times ""deliberately shocking"". </s>"
"en.wikipedia.org","<s> The porch features tables, food and drinks, offering fans a ""fun-filled"" atmosphere that breaks fans away from the confines of grandstand seating without sacrificing on the view. </s>"
"en.wikipedia.org","<s> Plate tectonic activity breaks up most rock, making it unsuitable for rock climbing. </s>"
"en.wikipedia.org","<s> However, sometimes editors will (confusingly) use the letter B to designate time code breaks on a video tape. </s>"
"en.wikipedia.org","<s> According to legend, his mother breaks every bone and limb in his body after his birth and bathes him in Chinese Rubbing Alcohol (鐵打酒 dit da jow) to make him practically invulnerable. </s>"
"en.wikipedia.org","<s> However, when Enrique''s group breaks free, they capture Toad. </s>"
"en.wikipedia.org","<s> This momentarily breaks the invariant that reachable objects are black, but a full marking phase follows immediately, to mark them black again. </s>"
"en.wikipedia.org","<s> However, he falls for Priscilla, saving her from the fate of the Veiled Lady, and breaks up with Zenobia, which causes her to commit suicide. </s>"
"en.wikipedia.org","<s> In a final chapter added after the original manuscript was completed but before publishing, Coverdale breaks the fourth wall and reveals that the writing takes place significantly after leaving Blithedale. </s>"
"en.wikipedia.org","<s> Though he succeeds, he breaks free of Zedd and Rita''s control. </s>"
"en.wikipedia.org","<s> The outer layers of skin breaks the wind, and the inner reduces condensation in the fur. </s>"
"en.wikipedia.org","<s> The transcontinental railroad route breaks away from US 285 at Como, going northwest over Boreas Pass en route to Breckenridge, the historically rich gold fields of Leadville, and eventually connecting to California. </s>"
"en.wikipedia.org","<s> During the third season the series occasionally breaks the fourth wall. </s>"
"en.wikipedia.org","<s> The United States asks for race and ethnicity on its official census forms, which thus breaks up and organizes its population into different sub-groups, but primarily on racial origin rather than national one. </s>"
"en.wikipedia.org","<s> Among the MLF are two of Boomer''s former teammates in both the X-Terminators and New Mutants, Rusty and Skids, who breaks Boomer''s jaw. </s>"
"en.wikipedia.org","<s> On young trees, the bark is smooth and grey but becomes rougher with age and breaks up in scales, exposing the pale-brown-to-pinkish inner bark. </s>"
"en.wikipedia.org","<s> In the case ""UsedSoft v Oracle"", the European Court of Justice ruled that the sale of a software product, either through a physical support or download, constituted a transfer of ownership in EU law, thus the first sale doctrine applies; the ruling thereby breaks the ""licensed, not sold"" legal theory, but leaves open numerous questions. </s>"
"en.wikipedia.org","<s> In extreme cases, the hair can be so damaged that it breaks off entirely. </s>"
"en.wikipedia.org","<s> She breaks off the relationship, saying that she cannot date a colleague who is also a friend of her ex-husband. </s>"
"en.wikipedia.org","<s> He tries it out on a captured one, but the dragon breaks the spell of the sceptre, and Profion is forced to kill the dragon, which bleeds into the river, causing it to catch fire. </s>"
"en.wikipedia.org","<s> The α subunit dissociates from the βγ subunits (Tβγ.) Activated transducin α-subunit activates cGMP phosphodiesterase cGMP phosphodiesterase breaks down cGMP, an intracellular second messenger which opens cGMP-gated cation channels. </s>"
"en.wikipedia.org","<s> She breaks the seal to revive Chernabog as they escape in an ice truck to Disney''s Hollywood Studios. </s>"
"en.wikipedia.org","<s> Regina breaks the staff open and takes the Dark Curse despite a warning from Maleficent that the curse will leave a hole in her soul. </s>"
"en.wikipedia.org","<s> This ultimately breaks Urich''s writers block, prompting him to write his return article: ""Dark Reign: Norman Osborn Takes Control"". </s>"
"en.wikipedia.org","<s> The funeral service is interrupted by Daredevil and the Hand, as a massive brawl breaks out, almost killing Ben. </s>"
"en.wikipedia.org","<s> An object in this resonance has its orbital eccentricity steadily increased by gravitational interactions with Jupiter until it eventually has a close encounter with an inner planet that breaks the resonance. </s>"
"en.wikipedia.org","<s> He uses his shoe and the butt of his gun, but the Chief finally breaks out after falling off a stage. </s>"
"en.wikipedia.org","<s> Tolkein''s contemporary C. S. Lewis also uses laburnums as part of a descriptive device in ""The Lion, the Witch, and the Wardrobe"" as he describes the melting snows of Narnia when the White Witch''s spell breaks and releases the land. to follow. </s>"
"en.wikipedia.org","<s> Watching Rufio die breaks Jack''s heart and seeing how much Peter cared for the Lost Boy allows him to regain his trust in his father. </s>"
"en.wikipedia.org","<s> If the stress becomes too great, that section breaks and disintegrates, possibly jeopardizing the entire structure. </s>"
"en.wikipedia.org","<s> A pointe shoe is no longer serviceable when the shank breaks or becomes too soft to provide support. </s>"
"en.wikipedia.org","<s> She excitedly expects him to ask her to marry him, but he breaks up with her instead, claiming that he has to be with someone more ""serious"" or, as he puts it, ""a Jackie not a Marilyn,"" if he plans on a career in politics. </s>"
"en.wikipedia.org","<s> She falls in love with Jim Lloyd, now ranch foreman, but their romance nearly falls apart when Clemma Zendt returns and Jim breaks off his engagement with Charlotte. </s>"
"en.wikipedia.org","<s> This structure breaks apart as the mushroom expands, leaving parts that can be found at the base of the stalk as a cup-like structure. </s>"
"en.wikipedia.org","<s> This lower sandstone often breaks off in large, squared chunks. </s>"
"en.wikipedia.org","<s> Rulau in his 1700-1900 book historically breaks down American tokens into these general time periods: </s>"
"en.wikipedia.org","<s> At higher velocities, energy is dissipated by the formation of quantized vortices, which act as ""holes"" in the medium where superfluidity breaks down. </s>"
"en.wikipedia.org","<s> Since the Cooper pair has electric charge, this fermion condensate breaks the electromagnetic gauge symmetry of a superconductor, giving rise to the wonderful electromagnetic properties of such states. </s>"
"en.wikipedia.org","<s> The QCD vacuum breaks this symmetry to SU(""N"") by forming a quark condensate. </s>"
"en.wikipedia.org","<s> When Stryker''s girlfriend, Reva Connors, breaks up with him in fear of his violent work, she seeks solace with Lucas. </s>"
"en.wikipedia.org","<s> A fugitive again, Cage breaks contact with his New York friends and relocates to Chicago, but, with Hogarth''s help, he is cleared of criminal charges when Iron Fist turns up alive. </s>"
"en.wikipedia.org","<s> It breaks the strict frame of the previous two alphabets, Asomtavruli and Nuskhuri. </s>"
"en.wikipedia.org","<s> "" U-Multirank breaks new ground by producing multi-dimensional listings rating universities on a much wider range of factors than existing international rankings. </s>"
"en.wikipedia.org","<s> The Blisses are in their element, but the guests flounder and the game breaks up. </s>"
"en.wikipedia.org","<s> Their ongoing argument escalates to a point of fury, as Amanda breaks a record over Elyot''s head, and he retaliates by slapping her face. </s>"
"en.wikipedia.org","<s> When and , this correspondence between quadratic forms and symmetric bilinear forms breaks down. </s>"
